FID,OBJECTID,SHAPE,LBEZEICHNUNG,LTYP,LTYPTXT,SE_ANNO_CAD_DATA
OEFFLINIENOGD.272095,272095,"LINESTRING (16.219804724083975 48.20393610175258, 16.218554437492937 48.20368660595073, 16.216989275639516 48.203244793970285, 16.2155133503575 48.202707875337026, 16.213682082801675 48.201932613235094, 16.212633323340096 48.20140800971703, 16.211567076101872 48.20076440343667, 16.210376806147075 48.19990650106709, 16.2093466221377 48.199096350608784, 16.208707502614484 48.198476982988915, 16.207908826405667 48.19762186678373, 16.207312798261018 48.19686453082321, 16.20672762435278 48.196042957064726, 16.206206151879783 48.19537135968837, 16.205620577544988 48.19472110182356, 16.205013338550692 48.19419930718125, 16.20429936607355 48.19367024899428, 16.203318535667208 48.19312660155367)",145,3,Regionalbus,
OEFFLINIENOGD.272096,272096,"LINESTRING (16.49254302192415 48.27902383635485, 16.492461483619262 48.27917147203223, 16.490363242501374 48.28082087269272, 16.48806905416842 48.28255853162551, 16.486130432998312 48.28402680608979, 16.484969459244414 48.28489490971268)",511,3,Regionalbus,
OEFFLINIENOGD.272097,272097,"LINESTRING (16.484969459244414 48.28489490971268, 16.484734698838594 48.28508080935253, 16.48461187749677 48.285141643554546, 16.48447824602763 48.285163230384484, 16.48434976495337 48.28511699703621, 16.484280059764064 48.28505284282988, 16.48425842120386 48.28496721140458, 16.484354431412644 48.28488142750039, 16.484509411633276 48.284845536720276, 16.484718138385865 48.284902373427656)",511,3,Regionalbus,
OEFFLINIENOGD.272098,272098,"LINESTRING (16.484718138385865 48.284902373427656, 16.484969459244414 48.28489490971268)",511,3,Regionalbus,
OEFFLINIENOGD.272099,272099,"LINESTRING (16.484969459244414 48.28489490971268, 16.48479807389033 48.28480590273199)",511,3,Regionalbus,
OEFFLINIENOGD.272100,272100,"LINESTRING (16.34600872691387 48.284569885436355, 16.34598183404947 48.28458832090086, 16.344884068323143 48.2852697593112, 16.3444563020858 48.28561242814346)","142, 400, 401, 402",3,Regionalbus,
OEFFLINIENOGD.272101,272101,"LINESTRING (16.23582363648349 48.250063103554595, 16.236347467877813 48.25000645276541, 16.236807239787694 48.24991405223652, 16.237620004765404 48.24967204768825, 16.238507592509638 48.249422963064696, 16.23919192413357 48.24926649900238, 16.239694273788423 48.24925978352941, 16.24078426564891 48.24936062895064, 16.24215216372327 48.249454552732196, 16.24321024200569 48.249476828015005, 16.243830059506976 48.24952729588261, 16.244321517987547 48.24963476364155, 16.244780775081598 48.2498207265655, 16.24514395682706 48.24994236636055, 16.245518042164736 48.24994266175087, 16.246116842061422 48.24979322692957, 16.246608944640133 48.24953663075053, 16.24706901481868 48.249258593144056, 16.247497140231108 48.248909145877874, 16.24778611908221 48.248673803283936, 16.248171128557036 48.248531331154, 16.248727128696377 48.248396127498076, 16.249250880526038 48.24836797113355, 16.250202037534383 48.248404376993264, 16.250683013631203 48.248390458771205, 16.251345895270912 48.248248183055075, 16.253377418636237 48.24772856431651, 16.254917058097806 48.24734419183445, 16.255419690202977 48.247144672753116, 16.255858271523937 48.246895138075416, 16.25612586052376 48.24663834410004, 16.256211916161643 48.24628148695945, 16.25611637491495 48.245867396932404, 16.255913919895075 48.24548178645201, 16.25573281844915 48.24511046626832, 16.2556262944186 48.24488910326014, 16.255647836569597 48.24478204303481, 16.255786801227902 48.24476072479528, 16.255925588552067 48.244853620343406, 16.25609612516687 48.245146410881574, 16.256277429377853 48.245389240818426, 16.256565629830856 48.2456178669301, 16.25706745749114 48.24592516228917, 16.25747297422102 48.246318048562564, 16.257696907841304 48.2466465652202, 16.25779272412295 48.246888976431066, 16.257835169053717 48.247088879226375, 16.257925855697252 48.24719244681537, 16.2580540955972 48.24719967183221, 16.258134356456907 48.24713191247862, 16.258171957822825 48.24700344820166, 16.258204503626313 48.246685813846824, 16.25813015747603 48.24637881516331, 16.257714690588855 48.24550051759593, 16.257656156959342 48.24533986427363, 16.2577204109536 48.24525424822952, 16.25784866776372 48.24524719774327, 16.257928636126618 48.245368603199516, 16.25812585006148 48.2456971009015, 16.258488461702054 48.24619702977448, 16.258638041558847 48.246225683964354, 16.258718293389403 48.24616149357175, 16.258659637280864 48.24607936269021, 16.258499618298348 48.24588651961934, 16.25842500256105 48.245757979416624, 16.25833999155058 48.24543669696572, 16.25817552676023 48.24465493759999, 16.25815459211734 48.2443658201569, 16.25813893096268 48.24412310650619, 16.258069748020773 48.24393746311967, 16.2578190029229 48.24367674263846, 16.257514772468106 48.24345167711959, 16.25718378356291 48.24325514661985, 16.256799347800793 48.243069284663214, 16.256708648610037 48.24297999275308, 16.25674084654462 48.242870468325115)",445,3,Regionalbus,
OEFFLINIENOGD.272102,272102,"LINESTRING (16.192426340607486 48.23676791697012, 16.192523760883805 48.237033327559786, 16.19274378227583 48.23732389473972, 16.1931559086478 48.237700360530106, 16.193518027448746 48.23812911118564, 16.193723706330086 48.238457730354014, 16.193836777214273 48.23878623456821, 16.193857409861234 48.239052758461916, 16.193878293396317 48.239228863471894, 16.193984558955194 48.239443144861845, 16.19410494118605 48.239705032762444, 16.194089942736174 48.23997627174244, 16.193968029094968 48.24026641352134, 16.193709951166912 48.240846679897615, 16.193680833144406 48.24107031211339, 16.19382863394753 48.2417224640812, 16.19379227236551 48.241988917301185, 16.193663374151246 48.2422267016666, 16.19355572882561 48.24250734310261, 16.193490749425763 48.24281659067204, 16.1934827115602 48.24314494468277, 16.193524585294956 48.24345908393116, 16.193672653877545 48.244016057871754, 16.19382843159566 48.24436365051067, 16.193984659749745 48.24454944022291, 16.194254884460882 48.24473537042757, 16.194482415416914 48.24490221247048, 16.194617140748534 48.24513556394855, 16.194744810352148 48.24534511246705, 16.19496522036082 48.24551194477965, 16.195149706014334 48.24578818663227, 16.195312506858265 48.24617861570267, 16.195596251202964 48.24663581644386, 16.195993299226764 48.24735013419833, 16.196113840082766 48.24756443160584, 16.196063510614838 48.24773093085663, 16.196038638838786 48.24775740250484)","450, 458",3,Regionalbus,
OEFFLINIENOGD.272103,272103,"LINESTRING (16.383062764367427 48.25938462353474, 16.383609014257367 48.25872015695348, 16.38721100823646 48.25460693972329, 16.389153523961973 48.25254470026041)","175, 176",3,Regionalbus,
OEFFLINIENOGD.272104,272104,"LINESTRING (16.389153523961973 48.25254470026041, 16.389339514827316 48.25204526154422, 16.38950263775772 48.2517625078086, 16.390790982787724 48.2504436916451, 16.390990400440966 48.25035317770755, 16.391197014841207 48.25032928396022, 16.391496454574597 48.2504861840205, 16.39183876951965 48.25075251640564, 16.39217408159703 48.2511283050386, 16.39268810557485 48.25201796533415, 16.393123558708204 48.25272206512854, 16.39353752752959 48.25332147836964, 16.394001318528577 48.253859000226846, 16.394650543967924 48.25452491553857, 16.395549476993782 48.25542864170983, 16.39627722596064 48.256175408488915, 16.396983667767458 48.25696501079248, 16.39727626542259 48.257312254412746, 16.39751769056026 48.25761084921276)",176,3,Regionalbus,
OEFFLINIENOGD.272105,272105,"LINESTRING (16.51157896884828 48.28151777744337, 16.512987540338685 48.28370707555208, 16.51359003008733 48.2847340611122, 16.513924212770007 48.285490203993156, 16.51421589566246 48.28632493219478, 16.514379261307532 48.287166997216076)",595,3,Regionalbus,
OEFFLINIENOGD.272106,272106,"LINESTRING (16.51157896884828 48.28151777744337, 16.512363009742415 48.281282899873865, 16.512744164278057 48.28119903535507, 16.51314694651186 48.28118413951369, 16.513749592589285 48.28123555739959, 16.51480874372505 48.281343370902896, 16.515935740946073 48.28148200039249, 16.51735531940615 48.28169154184715)",520,3,Regionalbus,
OEFFLINIENOGD.272107,272107,"LINESTRING (16.45578848858336 48.2646191988747, 16.45304507735686 48.265547245985054, 16.452589338040973 48.26495165892895, 16.452625970333887 48.264605414090276)",520,3,Regionalbus,
OEFFLINIENOGD.272108,272108,"LINESTRING (16.389153523961973 48.25254470026041, 16.390798500047495 48.250798181999436, 16.394955219993886 48.246779629546985, 16.39767384220854 48.24417033447229, 16.399396021340056 48.24256089398468, 16.401886919423323 48.240494136296036, 16.40369437987001 48.238922652366554, 16.406184603422 48.23661785648719, 16.41100821621352 48.23237939504577)",175,3,Regionalbus,
OEFFLINIENOGD.272109,272109,"LINESTRING (16.412756937719717 48.231087509745684, 16.414037505545423 48.23007300208201, 16.414587521012443 48.2299334306509, 16.415063084192766 48.230015195867374, 16.41561908945468 48.23029677799249, 16.416073595272636 48.230574858636075, 16.416405210605884 48.23083517815663, 16.41645900632309 48.23107427476904, 16.41629901016425 48.23124570750262, 16.416064073584593 48.23132082386641, 16.415796983102748 48.231331716522384, 16.415342669032793 48.23118212481515, 16.414889587443433 48.2311129394289)",175,3,Regionalbus,
OEFFLINIENOGD.272110,272110,"LINESTRING (16.414889587443433 48.2311129394289, 16.415311195183897 48.231556910468505, 16.415434406297884 48.2317781145316, 16.415370586731125 48.23196375535556, 16.415194464389653 48.23207452153014, 16.41497017325779 48.23212821285984, 16.414756468344354 48.232117651911224, 16.414553327283144 48.23202856118072, 16.414398141813418 48.231857345879426, 16.41396985763711 48.231258015179954, 16.413531085714542 48.23078361062304, 16.413381325022552 48.23066235909695, 16.413226308434215 48.230598218524676, 16.4130392941049 48.23056979040554, 16.41277758657848 48.23060565641712, 16.41248407521578 48.23080929553873, 16.412217277634344 48.23101648382541, 16.41100821621352 48.23237939504577)",175,3,Regionalbus,
OEFFLINIENOGD.272111,272111,"LINESTRING (16.412756937719717 48.231087509745684, 16.41100821621352 48.23237939504577)",175,3,Regionalbus,
OEFFLINIENOGD.272112,272112,"LINESTRING (16.394417010752726 48.22012720270675, 16.3950208759383 48.22041837813775, 16.39637306817566 48.22119932881093, 16.39804592745521 48.22210977226821, 16.398833387255024 48.2225400261817, 16.39971528203987 48.22301781268518, 16.401206513970518 48.22381766509259, 16.402582008399722 48.224577113611154, 16.404305660885463 48.2253828191878)",175,3,Regionalbus,
OEFFLINIENOGD.272113,272113,"LINESTRING (16.50671993721282 48.280070856103066, 16.508572003209203 48.281001229799394, 16.50980386544437 48.28158471594955, 16.510296405184548 48.2817552906881, 16.51083102136784 48.28171878793764, 16.51157896884828 48.28151777744337)",520,3,Regionalbus,
OEFFLINIENOGD.272114,272114,"LINESTRING (16.392025033460083 48.21924497289117, 16.39230548094325 48.219292425542655, 16.392541380326534 48.219301233099785, 16.39272383096368 48.21927437427059, 16.392883992218692 48.21921480888398, 16.392986276980594 48.219140400747825, 16.393035158804615 48.219071967067464, 16.39302615599505 48.218979767807085, 16.39313735390515 48.21891725223121, 16.393195130654032 48.21884286506535, 16.39331446815647 48.21809625111932, 16.393385625611778 48.218048627263954, 16.393487983737774 48.21804262724101, 16.39360822401614 48.21810800265094, 16.393604088695202 48.2183905649081, 16.393520072161195 48.21887839555651, 16.393480387447703 48.21921153889475, 16.393542913667932 48.21940483906728, 16.393765691741674 48.21961887824278)",175,3,Regionalbus,
OEFFLINIENOGD.272115,272115,"LINESTRING (16.362897845787483 48.28394885114673, 16.3676288749074 48.27840833761115, 16.371974041099485 48.273020029943176, 16.377315190961617 48.26637485704303, 16.383062764367427 48.25938462353474)","175, 176",3,Regionalbus,
OEFFLINIENOGD.272116,272116,"LINESTRING (16.383062764367427 48.25938462353474, 16.3840093809585 48.258901153269434, 16.38487864593756 48.25870091549026, 16.38564819761835 48.25856733800261, 16.38621823565862 48.258471913104955, 16.3868025243267 48.25837648000015, 16.387500895209925 48.258338098565495, 16.388256440450224 48.25846148978709, 16.38945408009367 48.25881309766087, 16.391792662318082 48.25976376490687, 16.392862284096644 48.26030575417218, 16.393518606636267 48.260886011994394, 16.39397535591953 48.26143781337038, 16.394275252249113 48.26193258498681, 16.394346901901944 48.26226567066706, 16.394722779660903 48.26240674752396)",176,3,Regionalbus,
OEFFLINIENOGD.272117,272117,"LINESTRING (16.39784851040261 48.25816134741325, 16.397407631999165 48.25822701819819, 16.39704237929409 48.25821531523108, 16.396645903758223 48.258164960626985, 16.395535193273503 48.2605985168908, 16.395055268065168 48.26159217993336, 16.394722779660903 48.26240674752396)","176, 850",3,Regionalbus,
OEFFLINIENOGD.272118,272118,"LINESTRING (16.437184578077005 48.24374989122927, 16.43745796516406 48.24362519961767)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272119,272119,"LINESTRING (16.434465165781326 48.24178527886695, 16.43486627798272 48.24202618946118, 16.435868422386473 48.242629704089964, 16.43653550570351 48.24311453059523, 16.43686387657079 48.243442607266715, 16.437184578077005 48.24374989122927)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272120,272120,"LINESTRING (16.430034672179122 48.23937001487406, 16.430580259670243 48.239697931194144, 16.433236723956416 48.24115907902649, 16.434465165781326 48.24178527886695)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272121,272121,"LINESTRING (16.42999497702498 48.23908927235384, 16.43064028432687 48.239407708192694, 16.43467552154038 48.24161460628898)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272122,272122,"LINESTRING (16.414889587443433 48.2311129394289, 16.415182956642248 48.23127213869998, 16.41604570280569 48.2318378511841, 16.42069046921078 48.234375664072196)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272123,272123,"LINESTRING (16.414889587443433 48.2311129394289, 16.416259200131 48.231718611262245, 16.41736063438987 48.23231508110119, 16.41871162425247 48.23304936893417, 16.42093957977214 48.23425174883526, 16.422130240342337 48.234893316496645, 16.425367267821652 48.23663260706971, 16.427759543173554 48.23792514563958, 16.42999497702498 48.23908927235384)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272124,272124,"LINESTRING (16.413981579895 48.218955247610445, 16.411214754231995 48.221005076410734, 16.405551951107196 48.22533448416944)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272125,272125,"LINESTRING (16.393765691741674 48.21961887824278, 16.394417010752726 48.22012720270675)",175,3,Regionalbus,
OEFFLINIENOGD.272126,272126,"LINESTRING (16.421878548972927 48.211233624171754, 16.4233356904022 48.21214840981166)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272127,272127,"LINESTRING (16.421878548972927 48.211233624171754, 16.42132519127857 48.2105794741738, 16.42095514151649 48.21069396164375, 16.41796811266073 48.212809087031644, 16.41740615176864 48.21315212708662, 16.41637454411881 48.21369060985062, 16.415158030768975 48.214391013705615, 16.414012538990146 48.21499141856744, 16.413322485373342 48.21542018644156, 16.410968172846193 48.217220612990126, 16.413981579895 48.218955247610445)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272128,272128,"LINESTRING (16.426862988690853 48.20877216076795, 16.426249732080365 48.20923961243484, 16.4248567853151 48.209160388203514, 16.421878548972927 48.211233624171754)",VAL3,3,Regionalbus,
OEFFLINIENOGD.272129,272129,"LINESTRING (16.394417010752726 48.22012720270675, 16.393157342445495 48.21947629219268, 16.392619693018972 48.21947893720735, 16.39205707899235 48.21944352092946, 16.391512149084384 48.21929863711108, 16.391330419133357 48.21916785451573, 16.39137297967042 48.219013169866045, 16.391476174339463 48.21895601339635, 16.3916043803197 48.21897974582755, 16.391697073902318 48.219089156444014, 16.39187521663247 48.21919376638305, 16.392025033460083 48.21924497289117)",175,3,Regionalbus,
